word	label	negative	neutral	positive
purring	neutral	0.12	0.527	0.353
sprouted	neutral	0.055	0.936	0.008
bowling	neutral	0.376	0.501	0.123
princeton	neutral	0.047	0.828	0.125
arbys	neutral	0.058	0.698	0.244
secondly	neutral	0.141	0.505	0.354
homeeeee	negative	0.398	0.337	0.265
promoters	negative	0.636	0.188	0.175
@shondarhimes	positive	0.018	0.251	0.731
pedals	neutral	0.095	0.897	0.007
ipods	negative	0.634	0.21	0.156
15min	neutral	0.171	0.647	0.182
hornets	neutral	0.315	0.624	0.061
'jessica\'s'	neutral	0.303	0.452	0.245
professors	negative	0.54	0.122	0.338
ordered	neutral	0.148	0.556	0.297
mashup	neutral	0.136	0.74	0.124
#digg	negative	0.505	0.235	0.259
yaaayyy	positive	0.071	0.155	0.774
@karinagarcia	neutral	0.252	0.451	0.296
chapped	negative	0.719	0.175	0.106
@shannon_anicas	positive	0.062	0.286	0.652
@monica_m_	negative	0.597	0.281	0.122
@krystalle	neutral	0.172	0.683	0.146
;__;	negative	0.869	0.123	0.008
@tweetheart7	positive	0.242	0.377	0.381
@perpetualspiral	positive	0.045	0.302	0.652
@dizzybunny	neutral	0.456	0.51	0.034
@greekdude	positive	0.204	0.243	0.554
@kogibbq	positive	0.026	0.337	0.638
@hildem_en	positive	0.059	0.239	0.702
@ashleyolsen7	positive	0.149	0.3	0.55
areas	neutral	0.101	0.852	0.047
areee	positive	0.248	0.205	0.547
angeles	neutral	0.06	0.814	0.126
swaying	neutral	0.247	0.727	0.026
@mcaleavy	positive	0.26	0.336	0.404
@getknownradio	neutral	0.351	0.492	0.157
@beckie0	neutral	0.042	0.562	0.396
@jamie_spears	positive	0.138	0.352	0.511
letdown	negative	0.68	0.128	0.192
@janine_j9	positive	0.175	0.329	0.495
@kevin_anr_shine	positive	0.119	0.343	0.538
breakout	neutral	0.352	0.389	0.259
stickers	neutral	0.067	0.835	0.098
@fontenot619	positive	0.124	0.416	0.46
izzard	neutral	0.115	0.788	0.097
argghh	negative	0.787	0.124	0.088
ukrainian	neutral	0.207	0.562	0.23
argggg	negative	0.695	0.294	0.011
arent	neutral	0.353	0.456	0.191
bedingfield	neutral	0.087	0.833	0.08
@lizstrauss	positive	0.041	0.197	0.762
habbit	neutral	0.437	0.53	0.033
@mezzie1221	positive	0.347	0.13	0.522
jealoussss	negative	0.577	0.34	0.083
rathbone	positive	0.247	0.281	0.472
galway	negative	0.479	0.374	0.147
@sarajayxxx	positive	0.281	0.076	0.643
@jordanklicious	positive	0.108	0.27	0.623
hurtsss	negative	0.749	0.22	0.031
arhhh	negative	0.772	0.219	0.009
lucozade	neutral	0.375	0.591	0.034
ethier	neutral	0.277	0.626	0.098
often	positive	0.051	0.461	0.487
underworld	neutral	0.28	0.493	0.227
belize	positive	0.29	0.344	0.365
@reply	positive	0.282	0.261	0.457
@lopsi	neutral	0.368	0.41	0.222
'bell\'s'	neutral	0.026	0.799	0.175
ancestors	neutral	0.285	0.379	0.336
#harpersisland	negative	0.604	0.289	0.107
@tracylatz	positive	0.085	0.096	0.819
risotto	neutral	0.026	0.811	0.163
@crissangel	positive	0.005	0.355	0.639
mispelled	positive	0.155	0.349	0.496
nowwwww	neutral	0.353	0.488	0.159
presenters	neutral	0.304	0.632	0.065
rollerskating	neutral	0.127	0.698	0.175
@rmilana	positive	0.02	0.179	0.801
organizing	neutral	0.012	0.799	0.189
statistics	neutral	0.208	0.602	0.19
@matthewkheafy	positive	0.408	0.106	0.486
highways	neutral	0.201	0.78	0.019
@miss_r	negative	0.468	0.167	0.365
torchwood	neutral	0.329	0.487	0.185
we`re	neutral	0.074	0.786	0.14
@tracy_tp	positive	0.064	0.26	0.676
'angel\'s'	neutral	0.017	0.61	0.373
@digital_girl	neutral	0.206	0.404	0.39
arggg	negative	0.833	0.114	0.052
arggh	negative	0.817	0.143	0.04
arghh	negative	0.82	0.135	0.045
@missxu	positive	0.199	0.115	0.686
'500,000'	positive	0.066	0.18	0.754
believ	negative	0.642	0.307	0.051
@drealoveslife	positive	0.24	0.12	0.64
photog	neutral	0.031	0.747	0.222
@simplyvanessa	positive	0.377	0.132	0.491
photos	neutral	0.052	0.83	0.118
@bradhfh	positive	0.133	0.238	0.629
@clouddancefest	neutral	0.148	0.622	0.23
@tpr2	neutral	0.047	0.503	0.45
amazingggg	positive	0.25	0.064	0.687
@sarahockler	positive	0.189	0.24	0.572
generations	neutral	0.022	0.643	0.335
was/is	negative	0.673	0.148	0.179
@mauhra	neutral	0.242	0.645	0.113
creations	positive	0.02	0.248	0.733
argos	neutral	0.019	0.873	0.108
belive	neutral	0.456	0.504	0.039
@sweetangel69	neutral	0.265	0.477	0.258
depended	neutral	0.296	0.382	0.322
yo-yo	negative	0.633	0.327	0.039
geminis	negative	0.543	0.144	0.314
lmfaooo	positive	0.415	0.17	0.415
@lisadefg	positive	0.018	0.193	0.79
peaking	neutral	0.061	0.84	0.099
'farmer\'s'	neutral	0.009	0.843	0.148
@little_ren	neutral	0.304	0.623	0.073
sausages	neutral	0.08	0.826	0.095
anywho	neutral	0.255	0.605	0.14
toasting	negative	0.521	0.358	0.121
outfield	neutral	0.029	0.965	0.006
angered	neutral	0.413	0.523	0.063
mid-august	neutral	0.035	0.941	0.024
swoon	negative	0.649	0.126	0.225
loreal	neutral	0.083	0.636	0.281
@stigblog	positive	0.183	0.231	0.586
hamburg	neutral	0.188	0.554	0.258
kapitan	positive	0.017	0.451	0.532
@misssarahnoir	neutral	0.133	0.479	0.389
@rashadmccants7	positive	0.313	0.134	0.553
webby	neutral	0.409	0.437	0.154
mascot	positive	0.186	0.304	0.51
tweet-up	positive	0.006	0.49	0.504
aries	positive	0.108	0.297	0.595
on-demand	neutral	0.275	0.699	0.026
haveing	negative	0.454	0.35	0.195
@jasonridge1	positive	0.096	0.096	0.809
arial	positive	0.389	0.194	0.417
deliver	neutral	0.191	0.498	0.311
reallllly	negative	0.756	0.148	0.096
ariel	neutral	0.053	0.677	0.27
cathay	neutral	0.117	0.82	0.064
weber	neutral	0.008	0.667	0.325
belong	positive	0.249	0.3	0.451
topshop	neutral	0.028	0.773	0.199
@pingpingss	positive	0.102	0.307	0.59
wears	negative	0.495	0.377	0.128
lmaoooo	negative	0.506	0.175	0.319
hairline	neutral	0.359	0.546	0.095
tiffany	neutral	0.045	0.675	0.279
'y\'all'	neutral	0.086	0.589	0.325
toasties	neutral	0.214	0.771	0.015
macedonia	negative	0.48	0.403	0.117
ariza	neutral	0.408	0.479	0.113
@tinkugallery	positive	0.053	0.353	0.594
recieving	negative	0.695	0.168	0.137
bubblewrap	neutral	0.144	0.728	0.128
arise	negative	0.506	0.185	0.31
@khaled	neutral	0.019	0.517	0.464
desserts	neutral	0.139	0.518	0.343
thunderbird	neutral	0.314	0.653	0.032
@trib	positive	0.057	0.191	0.752
week-	neutral	0.161	0.762	0.077
weeks	neutral	0.154	0.692	0.154
ohmigod	negative	0.804	0.022	0.174
weeek	neutral	0.152	0.563	0.285
weeee	positive	0.047	0.474	0.479
@mehlizza	negative	0.473	0.127	0.4
carlisle	neutral	0.026	0.613	0.361
aaaahhhh	negative	0.737	0.066	0.197
aahhhhh	negative	0.824	0.15	0.025
-elisa	positive	0.024	0.2	0.776
weepy	negative	0.876	0.051	0.073
@ericstxgal	positive	0.181	0.169	0.649
weeps	negative	0.837	0.073	0.089
@georgieboo	negative	0.497	0.244	0.26
@wickedbitch	negative	0.703	0.024	0.272
'arn\'t'	neutral	0.173	0.573	0.254
teleport	neutral	0.117	0.743	0.141
weeny	negative	0.713	0.28	0.007
kilometers	neutral	0.07	0.725	0.205
@johnnygweir	positive	0.023	0.108	0.868
marietta	neutral	0.028	0.948	0.024
@cientifiq	positive	0.273	0.251	0.476
armed	positive	0.366	0.257	0.376
arghhh	negative	0.812	0.153	0.035
masaya	neutral	0.196	0.57	0.234
architecture	neutral	0.025	0.785	0.19
diviney	neutral	0.006	0.658	0.336
?!?!?!?!?!	negative	0.474	0.277	0.249
http://tinyurl.com/susanboylepoll	neutral	0.01	0.606	0.383
interruption	neutral	0.178	0.688	0.134
wedge	neutral	0.272	0.707	0.021
masala	neutral	0.038	0.86	0.102
@random_bloke	positive	0.054	0.218	0.729
@purplefae	positive	0.15	0.403	0.448
'lord\'s'	positive	0.047	0.174	0.779
cirque	neutral	0.249	0.649	0.102
somthin	neutral	0.191	0.548	0.261
'y\'day'	neutral	0.058	0.567	0.375
@nicshields	neutral	0.013	0.632	0.355
@angpang	neutral	0.17	0.591	0.24
@hannmcfly	negative	0.481	0.314	0.206
sucess	positive	0.178	0.167	0.654
paused	neutral	0.385	0.58	0.035
attached	neutral	0.373	0.477	0.15
@dissidentfury	positive	0.135	0.384	0.481
rescheduled	neutral	0.401	0.427	0.172
swimmers	neutral	0.201	0.719	0.08
@binnyva	neutral	0.061	0.493	0.446
cruddy	negative	0.943	0.018	0.039
handedly	neutral	0.225	0.722	0.053
deffinatly	negative	0.742	0.106	0.153
@thesldude86	positive	0.043	0.398	0.558
tandem	neutral	0.029	0.681	0.29
withdraws	negative	0.84	0.122	0.038
withdrawl	neutral	0.46	0.483	0.057
digsby	negative	0.628	0.275	0.098
'doens\'t'	neutral	0.307	0.575	0.118
http://www.4hoursmusic.com	positive	0.218	0.114	0.668
suckas	negative	0.52	0.379	0.101
@dhempe	positive	0.044	0.338	0.619
arnie	neutral	0.063	0.728	0.21
cricinfo	neutral	0.271	0.702	0.027
trojan	negative	0.676	0.145	0.179
twiiter	neutral	0.363	0.392	0.246
@deadlyhouses	negative	0.735	0.071	0.194
@deeeelasoul	negative	0.605	0.252	0.143
@janaaahaa	positive	0.087	0.255	0.659
@candisscandi	positive	0.295	0.203	0.502
christofer	positive	0.278	0.207	0.515
suckss	negative	0.767	0.164	0.068
armin	neutral	0.131	0.734	0.135
@taylorswift13	positive	0.028	0.2	0.772
@joshycouture	negative	0.526	0.334	0.14
herrrr	neutral	0.265	0.512	0.223
sniffs	negative	0.866	0.029	0.105
@kutski	neutral	0.033	0.525	0.442
looooong	negative	0.522	0.267	0.211
suckin	negative	0.853	0.026	0.121
resuming	negative	0.548	0.374	0.078
tottenham	negative	0.607	0.313	0.08
weezy	neutral	0.093	0.596	0.311
@kankzxd	neutral	0.361	0.539	0.1
woooooooooooo	positive	0.147	0.071	0.782
emoticons	neutral	0.355	0.499	0.146
looooove	positive	0.128	0.243	0.629
@christophermoy	positive	0.041	0.224	0.735
@iamkhayyam	positive	0.113	0.299	0.588
@rebeccamezzino	positive	0.295	0.319	0.386
breastfeeding	negative	0.778	0.09	0.133
@pga_johndaly	positive	0.029	0.135	0.836
fridayyyy	neutral	0.344	0.562	0.095
alerted	negative	0.393	0.317	0.29
boonies	neutral	0.119	0.858	0.023
@kaatje_68	positive	0.318	0.195	0.488
suckks	negative	0.718	0.251	0.03
suckkk	negative	0.7	0.151	0.149
providers	neutral	0.298	0.558	0.144
@xxjess017xx	positive	0.046	0.418	0.536
gallons	neutral	0.058	0.836	0.106
shouldve	negative	0.499	0.462	0.038
kimberley	neutral	0.003	0.682	0.315
judas	neutral	0.137	0.653	0.209
@rehes	positive	0.146	0.168	0.686
rspca	positive	0.173	0.4	0.427
@manicmother	positive	0.265	0.337	0.398
shouldnt	negative	0.585	0.303	0.113
@nyappyrhiiee	negative	0.7	0.189	0.111
anyhoo	neutral	0.308	0.539	0.152
@4evaurgirl	positive	0.208	0.386	0.406
@taylamccloud	neutral	0.248	0.631	0.121
@katie_mcflyy	positive	0.077	0.318	0.605
deffinately	positive	0.195	0.339	0.466
@catep36	positive	0.07	0.288	0.642
microphones	neutral	0.15	0.839	0.012
splenda	neutral	0.102	0.7	0.199
@mileyc1fan	neutral	0.149	0.474	0.377
@kamakacci_juice	negative	0.537	0.11	0.353
@perezhilton	positive	0.203	0.192	0.605
swung	neutral	0.225	0.576	0.2
somethings	neutral	0.361	0.557	0.083
@simon	positive	0.038	0.258	0.704
obamas	neutral	0.047	0.726	0.228
suchhh	negative	0.667	0.135	0.198
qoinq	negative	0.361	0.317	0.321
weigh	neutral	0.188	0.723	0.088
@kellydivine	positive	0.191	0.11	0.699
wolverhampton	negative	0.541	0.382	0.077
coheed	positive	0.083	0.448	0.469
vacay	neutral	0.144	0.511	0.345
furnace	neutral	0.292	0.701	0.008
tatiana	neutral	0.024	0.713	0.263
zucchini	neutral	0.16	0.717	0.122
@meryreino	positive	0.251	0.142	0.607
westcoast	neutral	0.092	0.819	0.089
@lipserviceradio	neutral	0.257	0.589	0.153
riiight	positive	0.314	0.164	0.523
widespread	positive	0.154	0.415	0.431
charlotte	neutral	0.303	0.497	0.2
wahhhhhhh	negative	0.717	0.206	0.077
handphone	negative	0.514	0.279	0.207
@spudcheyne	positive	0.377	0.231	0.391
@danacea	positive	0.078	0.177	0.744
mybrute	neutral	0.285	0.552	0.163
mangoorange�	positive	0.072	0.09	0.838
@dhughesy	positive	0.077	0.284	0.639
choclate	neutral	0.121	0.769	0.11
@vp2008	neutral	0.334	0.439	0.227
@woahamber	negative	0.448	0.156	0.396
@nurul54	positive	0.034	0.159	0.807
kylie	neutral	0.035	0.694	0.271
@a_montenegro	positive	0.022	0.453	0.525
divided	negative	0.698	0.144	0.158
@flisstee	neutral	0.04	0.487	0.473
@babymakinmachin	positive	0.11	0.217	0.673
peanutbutter	neutral	0.068	0.781	0.151
ceased	negative	0.847	0.088	0.065
@chavie101	positive	0.164	0.334	0.503
tanner	neutral	0.369	0.584	0.047
@irishgirl75	positive	0.257	0.207	0.537
@_scene_queen_	neutral	0.182	0.475	0.342
kickin	positive	0.183	0.186	0.632
ronaldo	neutral	0.071	0.535	0.394
ceases	negative	0.538	0.016	0.447
arron	neutral	0.164	0.787	0.049
tannin	negative	0.623	0.143	0.234
somone	negative	0.584	0.114	0.302
@carlohilton	negative	0.699	0.206	0.096
caffine	negative	0.5	0.374	0.126
kicked	negative	0.603	0.34	0.057
ceasar	neutral	0.068	0.865	0.067
arrrr	negative	0.824	0.134	0.042
@bustyrockets	positive	0.047	0.343	0.61
digesting	negative	0.547	0.348	0.106
apprentice	neutral	0.238	0.63	0.132
asking	neutral	0.382	0.394	0.224
paintballing	negative	0.589	0.279	0.132
@stephenkruiser	negative	0.544	0.096	0.36
@petersantilli	positive	0.372	0.076	0.551
arsed	neutral	0.212	0.466	0.323
arses	negative	0.619	0.226	0.154
@adamschwabe	positive	0.37	0.208	0.422
@pauljchambers	positive	0.14	0.238	0.622
@bobbybkdreams	positive	0.258	0.135	0.607
livingroom	neutral	0.079	0.896	0.025
kyles	neutral	0.458	0.495	0.047
radiator	neutral	0.279	0.711	0.009
4ever	positive	0.326	0.29	0.384
probaby	neutral	0.293	0.458	0.248
austen	neutral	0.09	0.554	0.356
@lovely_london	positive	0.375	0.24	0.385
digestive	neutral	0.39	0.586	0.024
austin	neutral	0.372	0.423	0.205
@stahhr	positive	0.299	0.318	0.384
@jewelgiroux	positive	0.401	0.181	0.418
@osmentemily	positive	0.003	0.433	0.564
@allanasaur	positive	0.363	0.237	0.399
@cookiiemonstaar	negative	0.57	0.197	0.233
@makerofshadows	negative	0.447	0.366	0.187
@noangelvfc	neutral	0.104	0.721	0.175
@wardere	positive	0.111	0.31	0.58
@meshel_laurie	positive	0.181	0.072	0.747
@jayme1988	positive	0.148	0.173	0.678
arrgh	negative	0.841	0.102	0.057
@seattlegeekly	neutral	0.063	0.559	0.378
vader	positive	0.313	0.206	0.481
anyone	neutral	0.21	0.658	0.132
conspiring	negative	0.87	0.097	0.033
lawyers	neutral	0.421	0.468	0.111
@arianesherine	negative	0.541	0.096	0.363
probaly	neutral	0.36	0.455	0.185
@jaybby_	negative	0.758	0.117	0.125
#bacon	neutral	0.115	0.707	0.178
aruba	negative	0.379	0.291	0.33
bombshell	negative	0.826	0.16	0.014
indulgence	positive	0.22	0.235	0.545
insomia	negative	0.623	0.29	0.087
@tsuvik	positive	0.088	0.37	0.542
recorded	neutral	0.431	0.455	0.115
f*cked	negative	0.658	0.264	0.078
@maddieque	neutral	0.046	0.656	0.298
@mumbleguy	positive	0.208	0.327	0.464
presenting	neutral	0.012	0.727	0.26
wendy	neutral	0.06	0.626	0.314
wendi	neutral	0.003	0.566	0.431
@kcomer	negative	0.632	0.115	0.253
artsy	negative	0.489	0.274	0.237
aussie	neutral	0.052	0.611	0.337
qonna	neutral	0.12	0.656	0.224
@buddinggenius	positive	0.174	0.25	0.577
@candacecbure	positive	0.013	0.205	0.781
@louisebolotin	positive	0.158	0.346	0.496
@little_lin	positive	0.026	0.311	0.663
rewriting	neutral	0.019	0.902	0.079
f*ckin	negative	0.837	0.132	0.032
@tanyarhh	positive	0.053	0.186	0.761
developers	neutral	0.23	0.576	0.194
@mum_of_six	positive	0.386	0.042	0.573
woooohooo	positive	0.011	0.351	0.637
sayang	neutral	0.147	0.598	0.256
trolly	neutral	0.035	0.829	0.136
trolls	negative	0.835	0.079	0.086
ovation	neutral	0.069	0.69	0.241
@rosie_rage	positive	0.026	0.281	0.693
@mikeanywhere	neutral	0.036	0.548	0.415
par-tay	neutral	0.101	0.704	0.196
benedryl	neutral	0.333	0.457	0.21
fawcet	negative	0.732	0.088	0.179
lashing	negative	0.56	0.377	0.063
advertisements	neutral	0.29	0.66	0.05
@adese	positive	0.277	0.205	0.517
welsh	neutral	0.1	0.716	0.184
@jspikething	negative	0.454	0.382	0.164
demolished	negative	0.649	0.24	0.11
boyfriend	negative	0.42	0.328	0.251
@andrewaesthetic	positive	0.108	0.288	0.603
'london\'s'	neutral	0.121	0.806	0.073
@redta	positive	0.328	0.273	0.398
@ddllovato	negative	0.429	0.362	0.209
jeremiah	neutral	0.103	0.553	0.344
gallon	neutral	0.058	0.896	0.046
'mary\'s'	neutral	0.244	0.516	0.241
partayy	neutral	0.087	0.572	0.341
@damitric	negative	0.512	0.155	0.332
magnets	neutral	0.132	0.773	0.095
artic	negative	0.489	0.412	0.099
marshmellows	neutral	0.156	0.742	0.102
looooved	positive	0.33	0.061	0.609
magners	positive	0.004	0.295	0.701
looooves	positive	0.251	0.156	0.593
@drtbrennan	positive	0.094	0.149	0.757
well-	neutral	0.156	0.708	0.135
wellz	negative	0.505	0.465	0.03
welly	neutral	0.006	0.826	0.169
wells	neutral	0.338	0.452	0.21
welll	neutral	0.143	0.503	0.354
@cmcadams	neutral	0.364	0.455	0.181
@changroy	negative	0.571	0.297	0.132
@ninjamoeba	negative	0.468	0.299	0.233
isn�t	neutral	0.233	0.447	0.321
#tehran	negative	0.682	0.039	0.28
@miki_is_rad	neutral	0.279	0.627	0.094
@polka_	neutral	0.088	0.469	0.443
@stonesimon	neutral	0.322	0.424	0.254
replyy	positive	0.037	0.291	0.672
replys	neutral	0.229	0.631	0.14
@miacarruthers	positive	0.015	0.227	0.758
@dcorsetto	positive	0.086	0.448	0.466
@maddiefoo	negative	0.592	0.192	0.216
carole	neutral	0.035	0.826	0.139
@matthardybrand	positive	0.034	0.229	0.737
kidneys	negative	0.498	0.482	0.021
@popthemusicdrug	positive	0.37	0.186	0.443
sunbathed	neutral	0.34	0.438	0.222
@stales	positive	0.061	0.058	0.88
afghanistan	negative	0.411	0.362	0.227
hollywood	neutral	0.259	0.431	0.31
louisiana	negative	0.429	0.268	0.303
kyoto	neutral	0.271	0.392	0.337
sunbathin	neutral	0.282	0.384	0.334
@jksgirlx2	negative	0.714	0.033	0.253
@injenious	neutral	0.263	0.527	0.209
@diilee	neutral	0.287	0.492	0.221
parsing	neutral	0.085	0.905	0.01
wordpress	neutral	0.065	0.599	0.336
bikeride	neutral	0.185	0.785	0.03
@jodifur	positive	0.224	0.332	0.444
daycare	neutral	0.229	0.7	0.071
feckin	negative	0.844	0.135	0.021
@1capplegate	positive	0.106	0.127	0.767
bellyache	negative	0.707	0.213	0.08
@yaili	neutral	0.103	0.503	0.394
wentz	neutral	0.186	0.603	0.211
@wil_anderson	positive	0.123	0.25	0.627
powering	neutral	0.359	0.483	0.158
yooooou	positive	0.127	0.135	0.738
yoooooo	negative	0.722	0.226	0.052
@ryanseacrest	positive	0.071	0.319	0.61
janine	neutral	0.006	0.751	0.242
liberals	negative	0.72	0.207	0.072
@jamesmurphy	neutral	0.333	0.478	0.189
@rdelizo35	negative	0.384	0.239	0.377
super-duper	positive	0.046	0.398	0.556
responding	negative	0.489	0.175	0.336
brother-in-law	neutral	0.082	0.744	0.175
@3aneeda	neutral	0.277	0.528	0.195
weres	negative	0.346	0.329	0.325
werid	negative	0.941	0.022	0.036
twatters	neutral	0.12	0.539	0.342
@mattg00d	positive	0.08	0.299	0.621
presently	neutral	0.062	0.747	0.191
..............................	negative	0.861	0.057	0.081
preschoolers	positive	0.338	0.301	0.361
snowboard	neutral	0.076	0.715	0.209
submit	neutral	0.057	0.669	0.274
jules	neutral	0.074	0.726	0.2
sensation	neutral	0.139	0.702	0.158
julie	neutral	0.058	0.736	0.206
julia	neutral	0.035	0.717	0.249
julio	neutral	0.159	0.661	0.18
janice	neutral	0.183	0.743	0.075
presented	neutral	0.274	0.504	0.222
phoebe	neutral	0.055	0.866	0.079
presenter	positive	0.131	0.311	0.558
forgets	negative	0.503	0.074	0.423
#jonasliveonfb	positive	0.073	0.35	0.576
carmex	neutral	0.224	0.6	0.176
carmel	neutral	0.049	0.81	0.141
carmen	neutral	0.028	0.693	0.279
@stephaniepratt	positive	0.039	0.275	0.686
carlin	neutral	0.177	0.714	0.109
carlos	neutral	0.093	0.659	0.248
showtime	neutral	0.246	0.657	0.097
b0red	negative	0.643	0.198	0.16
@knitster	positive	0.265	0.293	0.442
recovering	negative	0.527	0.376	0.097
reclaimed	positive	0.141	0.382	0.478
@hilaryjp	negative	0.478	0.297	0.225
@barneybaby	neutral	0.195	0.451	0.354
@rockinrose	negative	0.415	0.345	0.24
socialising	neutral	0.378	0.494	0.128
@christinawrites	neutral	0.049	0.722	0.23
nutter	negative	0.595	0.238	0.167
demoted	negative	0.817	0.03	0.153
ooooooooo	neutral	0.021	0.725	0.255
ooooooooh	positive	0.19	0.237	0.572
'is\'nt'	neutral	0.137	0.478	0.385
terrence	neutral	0.006	0.64	0.354
ravioli	neutral	0.225	0.748	0.027
catalina	neutral	0.22	0.68	0.1
replay	negative	0.387	0.261	0.352
carley	neutral	0.406	0.508	0.087
nuttin	neutral	0.358	0.484	0.158
@toreo	negative	0.453	0.444	0.103
@xx_jessicab_xx	negative	0.386	0.352	0.262
stating	neutral	0.371	0.373	0.256
bonjour	neutral	0.035	0.517	0.449
.....!	neutral	0.224	0.432	0.344
replies	neutral	0.316	0.512	0.172
.....?	negative	0.488	0.421	0.092
......	negative	0.647	0.312	0.041
subtle	positive	0.22	0.147	0.633
grossed	negative	0.831	0.162	0.007
makeovers	neutral	0.048	0.583	0.369
@imogenheap	positive	0.003	0.428	0.569
opportunities	positive	0.019	0.438	0.543
qotta	neutral	0.061	0.52	0.419
tonight	neutral	0.192	0.705	0.102
replica	neutral	0.059	0.729	0.211
@jasonboche	positive	0.029	0.411	0.56
@trusttommy	neutral	0.039	0.481	0.48
replied	positive	0.349	0.193	0.459
@drrus	positive	0.108	0.281	0.612
vamps	negative	0.626	0.124	0.25
edited	neutral	0.129	0.571	0.3
vamos	positive	0.161	0.41	0.429
deserts	neutral	0.047	0.503	0.45
microsd	neutral	0.118	0.802	0.079
@diamondhead94	neutral	0.252	0.473	0.275
:::::	negative	0.447	0.16	0.394
applications	neutral	0.258	0.476	0.266
snowboarding	neutral	0.357	0.564	0.08
whatching	neutral	0.269	0.374	0.357
jangan	neutral	0.054	0.783	0.162
carson	neutral	0.046	0.886	0.068
sweeeet	positive	0.114	0.138	0.747
hostels	negative	0.471	0.411	0.118
hostess	neutral	0.084	0.636	0.279
@pvponline	positive	0.027	0.43	0.543
squats	neutral	0.123	0.849	0.028
jobros	neutral	0.285	0.489	0.226
after-party	neutral	0.216	0.753	0.031
jumps	negative	0.753	0.161	0.086
workmates	negative	0.731	0.136	0.132
@chriscuzzy	positive	0.082	0.131	0.787
lethargic	negative	0.888	0.055	0.057
listened	positive	0.259	0.345	0.397
brüno	neutral	0.108	0.638	0.254
listenin	negative	0.546	0.173	0.281
lmaooooo	negative	0.569	0.111	0.32
mungkin	neutral	0.015	0.899	0.086
vitamin	negative	0.375	0.357	0.267
carrey	neutral	0.031	0.707	0.261
@purelynarcotic	neutral	0.116	0.853	0.031
scooters	neutral	0.091	0.817	0.092
holliday	neutral	0.192	0.776	0.032
patterson	neutral	0.1	0.778	0.123
blears	negative	0.511	0.188	0.301
wernt	negative	0.652	0.25	0.098
fun-filled	positive	0.009	0.075	0.916
carrie	neutral	0.019	0.74	0.241
@samantharonson	positive	0.073	0.215	0.712
imaginary	neutral	0.271	0.536	0.192
dresses	neutral	0.057	0.777	0.166
saddness	negative	0.801	0.057	0.142
dressed	negative	0.492	0.379	0.129
britneys	neutral	0.383	0.395	0.222
phillip	neutral	0.052	0.814	0.134
@alaksir	positive	0.023	0.392	0.585
carrot	neutral	0.083	0.86	0.057
@mrrocknroll	positive	0.06	0.321	0.62
@isrealdeep	positive	0.083	0.16	0.757
@aloliver	positive	0.026	0.21	0.764
tickling	negative	0.49	0.485	0.025
@pistachio	positive	0.001	0.415	0.584
pickups	neutral	0.24	0.551	0.209
watchin	negative	0.405	0.373	0.223
pointy	neutral	0.249	0.707	0.043
referee	neutral	0.276	0.675	0.049
points	neutral	0.266	0.37	0.364
pointe	neutral	0.023	0.8	0.176
watchng	neutral	0.117	0.462	0.42
unsigned	positive	0.014	0.255	0.731
reeally	neutral	0.043	0.813	0.144
'caitlin\'s'	neutral	0.185	0.574	0.241
claires	neutral	0.064	0.622	0.314
@colbertobsessed	positive	0.167	0.091	0.742
watcher	negative	0.525	0.344	0.131
watches	negative	0.656	0.161	0.183
watchen	neutral	0.125	0.609	0.266
watched	positive	0.222	0.322	0.456
budapest	neutral	0.109	0.582	0.309
spyware	neutral	0.426	0.475	0.099
injections	neutral	0.258	0.713	0.028
@iluvwentzxstump	positive	0.031	0.366	0.603
@f1_lou	neutral	0.187	0.541	0.271
@igrace	positive	0.091	0.452	0.458
differ	negative	0.574	0.114	0.313
@selenajoey	positive	0.065	0.259	0.676
humanly	neutral	0.052	0.646	0.302
@deepbluesealove	positive	0.165	0.268	0.567
@kristenstewart9	positive	0.019	0.164	0.817
'maggie\'s'	neutral	0.395	0.486	0.118
@badastronomer	positive	0.1	0.333	0.567
philips	neutral	0.014	0.583	0.403
repost	positive	0.162	0.178	0.66
@derrenlitten	positive	0.113	0.282	0.605
@ashleyltmsyf	positive	0.014	0.357	0.63
watcing	neutral	0.356	0.496	0.148
@mjnewham	positive	0.037	0.412	0.551
@shortyyyy	positive	0.214	0.117	0.669
@jacket_slut	negative	0.566	0.211	0.223
specialty	neutral	0.065	0.779	0.156
alotta	positive	0.098	0.28	0.622
bathtub	neutral	0.305	0.613	0.081
yooouuu	positive	0.171	0.22	0.609
carpal	negative	0.552	0.387	0.061
tightly	negative	0.542	0.322	0.136
@gfalcone601	positive	0.03	0.361	0.609
carpet	neutral	0.14	0.773	0.087
@druey	positive	0.123	0.248	0.629
@suzannereed	neutral	0.234	0.463	0.303
@davidkirlew	positive	0.113	0.155	0.732
rowing	neutral	0.107	0.773	0.12
tighter	negative	0.483	0.265	0.252
tighten	neutral	0.192	0.599	0.209
iplayer	neutral	0.249	0.631	0.12
@alpacafarmgirl	positive	0.014	0.447	0.539
jonesin	neutral	0.427	0.476	0.098
@dubarrymcfly	neutral	0.1	0.635	0.265
@drunkenmonkey87	neutral	0.248	0.58	0.171
reppin	positive	0.022	0.333	0.645
starters	neutral	0.083	0.718	0.199
____	negative	0.446	0.312	0.242
xxxxxxxxxxxx	positive	0.004	0.412	0.583
