WORD_NAME	label	negative	neutral	positive
hotty	positive	0.3	0.273	0.427
mamma	neutral	0.141	0.58	0.279
gloucestershire	neutral	0.079	0.539	0.382
squeeing	positive	0.423	0.115	0.462
mammy	neutral	0.107	0.685	0.208
aots	neutral	0.412	0.439	0.149
flavorful	neutral	0.042	0.49	0.468
aoww	positive	0.3	0.131	0.57
howls	negative	0.688	0.247	0.064
convictions	negative	0.814	0.089	0.097
howie	neutral	0.081	0.569	0.35
apag	neutral	0.425	0.55	0.025
howdy	positive	0.047	0.352	0.601
apec	neutral	0.343	0.394	0.263
apes	negative	0.629	0.314	0.057
wayfarer	neutral	0.099	0.829	0.072
oxfordshire	neutral	0.02	0.81	0.169
shakers	neutral	0.103	0.508	0.388
apis	neutral	0.049	0.748	0.203
appl	neutral	0.159	0.705	0.136
appy	positive	0.041	0.191	0.767
appr	neutral	0.024	0.838	0.138
appt	neutral	0.099	0.847	0.054
apps	neutral	0.041	0.528	0.43
apon	neutral	0.193	0.723	0.084
apod	neutral	0.273	0.529	0.198
apos	neutral	0.06	0.472	0.468
apts	neutral	0.139	0.793	0.068
howww	negative	0.567	0.17	0.263
howve	neutral	0.222	0.604	0.174
howto	neutral	0.05	0.782	0.168
howre	positive	0.013	0.491	0.496
narcissus	neutral	0.293	0.578	0.129
gamblers	negative	0.674	0.172	0.154
abraham-hicks	positive	0.046	0.171	0.783
documentry	negative	0.512	0.406	0.082
low-fat	neutral	0.208	0.61	0.183
@user253951	negative	0.47	0.387	0.143
corpses	neutral	0.38	0.591	0.029
breakroom	neutral	0.241	0.743	0.016
hover	neutral	0.184	0.726	0.089
pageviews	neutral	0.011	0.737	0.252
veganism	negative	0.461	0.229	0.31
documented	neutral	0.331	0.505	0.165
rekindle	neutral	0.063	0.484	0.453
maple	neutral	0.073	0.776	0.151
shakeup	neutral	0.224	0.712	0.064
alouettes	negative	0.586	0.106	0.308
acount	neutral	0.301	0.606	0.093
shakeys	neutral	0.06	0.609	0.332
runyan	neutral	0.116	0.761	0.123
aqui	neutral	0.142	0.803	0.055
maori	neutral	0.053	0.654	0.292
exceeding	positive	0.342	0.238	0.419
arab	neutral	0.248	0.552	0.201
arca	neutral	0.01	0.844	0.146
baaaaad	negative	0.846	0.119	0.035
arco	neutral	0.092	0.786	0.122
masih	neutral	0.116	0.786	0.098
baaaack	negative	0.493	0.312	0.196
at&t	neutral	0.361	0.491	0.148
ares	neutral	0.234	0.595	0.171
arer	positive	0.455	0.034	0.511
aren	negative	0.453	0.159	0.388
aree	negative	0.402	0.213	0.385
argg	negative	0.727	0.044	0.229
argh	negative	0.914	0.062	0.024
ariz	neutral	0.322	0.656	0.022
@user6221889	neutral	0.046	0.513	0.441
arie	positive	0.379	0.036	0.584
arif	positive	0.046	0.223	0.731
aria	neutral	0.052	0.682	0.267
masks	neutral	0.112	0.815	0.072
royksopp	positive	0.077	0.444	0.479
attorneys	negative	0.486	0.291	0.223
arne	neutral	0.01	0.729	0.261
arnd	neutral	0.235	0.658	0.107
hoyer	negative	0.499	0.311	0.189
arnt	negative	0.54	0.303	0.157
massa	negative	0.553	0.313	0.133
arpt	neutral	0.007	0.931	0.062
hoyas	neutral	0.164	0.551	0.285
arod	negative	0.803	0.113	0.084
arou	neutral	0.372	0.593	0.035
aron	neutral	0.129	0.689	0.182
arre	positive	0.063	0.254	0.682
arra	positive	0.031	0.435	0.534
arrr	negative	0.601	0.324	0.075
arti	neutral	0.124	0.733	0.143
marty	neutral	0.083	0.489	0.428
arte	neutral	0.12	0.656	0.224
arty	neutral	0.423	0.512	0.065
arts	positive	0.037	0.46	0.503
marta	neutral	0.259	0.38	0.361
arse	negative	0.567	0.397	0.036
arvo	neutral	0.13	0.689	0.181
arum	neutral	0.306	0.584	0.11
arun	neutral	0.082	0.53	0.388
wayyyyy	negative	0.5	0.26	0.24
help-portrait	neutral	0.249	0.545	0.206
-sighs-	negative	0.944	0.05	0.005
marys	neutral	0.152	0.588	0.26
asap	neutral	0.037	0.821	0.141
asda	neutral	0.069	0.817	0.114
marca	neutral	0.132	0.596	0.271
asco	neutral	0.118	0.673	0.208
@user253717	positive	0.014	0.125	0.86
@user253716	neutral	0.237	0.681	0.082
mardi	neutral	0.035	0.669	0.296
mardy	neutral	0.264	0.679	0.058
marcs	neutral	0.014	0.72	0.266
marco	neutral	0.071	0.63	0.299
marci	neutral	0.021	0.648	0.331
marcy	neutral	0.129	0.824	0.047
ashe	neutral	0.084	0.498	0.418
asha	neutral	0.163	0.421	0.416
ashs	neutral	0.002	0.577	0.42
marge	neutral	0.063	0.674	0.262
marie	neutral	0.024	0.608	0.368
maria	neutral	0.076	0.602	0.323
asif	negative	0.64	0.146	0.214
@user253770	positive	0.026	0.468	0.506
asia	neutral	0.338	0.391	0.271
margo	neutral	0.13	0.602	0.269
ashy	negative	0.653	0.318	0.029
marcellus	neutral	0.238	0.492	0.27
asik	neutral	0.017	0.71	0.273
asli	neutral	0.013	0.941	0.046
marke	positive	0.229	0.377	0.394
aslo	neutral	0.017	0.629	0.354
aske	neutral	0.069	0.679	0.253
maris	negative	0.532	0.441	0.027
askd	neutral	0.275	0.662	0.063
mario	positive	0.203	0.366	0.432
marin	neutral	0.014	0.697	0.29
asks	neutral	0.206	0.654	0.14
askn	negative	0.762	0.191	0.048
askk	negative	0.468	0.165	0.367
marly	neutral	0.11	0.504	0.386
marlo	neutral	0.057	0.537	0.406
marky	neutral	0.052	0.534	0.414
marko	neutral	0.018	0.621	0.362
awwwwwww	positive	0.192	0.26	0.547
marla	positive	0.028	0.431	0.541
#bigten	neutral	0.189	0.547	0.264
asot	positive	0.19	0.12	0.689
asos	neutral	0.04	0.618	0.343
assn	neutral	0.128	0.709	0.163
asta	neutral	0.015	0.722	0.263
assy	neutral	0.058	0.883	0.059
asst	neutral	0.014	0.707	0.279
asss	negative	0.608	0.253	0.138
eveything	neutral	0.302	0.537	0.161
asus	neutral	0.071	0.658	0.271
hiiiiii	positive	0.02	0.481	0.499
atas	neutral	0.06	0.763	0.178
atau	neutral	0.031	0.866	0.102
presuming	positive	0.036	0.452	0.512
raleigh	neutral	0.11	0.656	0.234
aten	neutral	0.07	0.859	0.071
ateh	neutral	0.079	0.853	0.068
niggga	negative	0.494	0.447	0.059
ati2	neutral	0.014	0.829	0.156
niggaa	negative	0.68	0.304	0.016
http://is.gd/28csn	positive	0.003	0.062	0.935
atls	positive	0.026	0.179	0.794
niggas	negative	0.696	0.269	0.035
niggah	neutral	0.466	0.489	0.045
niggaz	negative	0.708	0.259	0.033
@user253657	neutral	0.022	0.501	0.477
#model	positive	0.336	0.326	0.338
collingwood	positive	0.18	0.211	0.609
atms	negative	0.535	0.424	0.042
maury	negative	0.521	0.438	0.04
atop	neutral	0.106	0.806	0.088
unlocked	neutral	0.16	0.477	0.363
#security	neutral	0.316	0.513	0.171
http://www.bpm.fm	neutral	0.111	0.841	0.047
attn	neutral	0.373	0.384	0.243
#housemusic	neutral	0.191	0.632	0.176
atta	neutral	0.391	0.407	0.202
atty	neutral	0.146	0.445	0.41
malcolm	neutral	0.187	0.638	0.175
nigguh	neutral	0.344	0.521	0.135
atwt	neutral	0.134	0.467	0.399
howcome	negative	0.807	0.125	0.068
maude	neutral	0.081	0.738	0.181
audi	neutral	0.054	0.612	0.334
queremos	neutral	0.14	0.673	0.188
auch	neutral	0.187	0.665	0.148
s60v5	positive	0.04	0.273	0.687
s60v3	neutral	0.051	0.544	0.405
mauer	positive	0.171	0.345	0.484
mater	neutral	0.088	0.579	0.333
mates	neutral	0.144	0.539	0.317
mateo	neutral	0.049	0.758	0.192
exotics	neutral	0.259	0.413	0.328
augh	negative	0.938	0.047	0.015
matey	positive	0.051	0.284	0.665
exotica	positive	0.374	0.132	0.494
nighht	neutral	0.019	0.704	0.277
maths	neutral	0.171	0.704	0.126
auld	neutral	0.055	0.795	0.151
aula	neutral	0.191	0.76	0.049
nighas	negative	0.939	0.025	0.035
matin	neutral	0.354	0.465	0.181
auth	neutral	0.253	0.694	0.052
aust	neutral	0.082	0.476	0.442
matty	neutral	0.047	0.747	0.205
matta	negative	0.707	0.244	0.049
matts	neutral	0.113	0.518	0.369
masuk	neutral	0.029	0.747	0.224
masta	negative	0.414	0.369	0.217
wellcome	positive	0.193	0.347	0.461
night-	neutral	0.186	0.643	0.171
flammable	neutral	0.176	0.728	0.096
nighty	positive	0.107	0.351	0.542
#quebec	neutral	0.31	0.468	0.222
nightt	positive	0.062	0.442	0.496
nights	neutral	0.243	0.665	0.092
avai	neutral	0.032	0.661	0.306
aver	neutral	0.218	0.764	0.018
aveo	positive	0.099	0.395	0.506
matar	neutral	0.16	0.798	0.042
avec	neutral	0.161	0.687	0.152
romantics	negative	0.711	0.183	0.106
romantica	neutral	0.168	0.716	0.117
aviv	neutral	0.122	0.778	0.099
metacafe	neutral	0.27	0.585	0.146
cowbell	positive	0.017	0.414	0.569
avis	neutral	0.451	0.492	0.057
avin	neutral	0.29	0.623	0.087
avid	positive	0.338	0.278	0.385
ahahaa	positive	0.143	0.251	0.606
ahahah	positive	0.102	0.264	0.634
objective-c	neutral	0.1	0.806	0.094
avon	neutral	0.033	0.662	0.304
pump-action	neutral	0.447	0.538	0.015
nutthin	negative	0.52	0.338	0.143
away	negative	0.595	0.299	0.106
awas	neutral	0.096	0.822	0.082
awal	neutral	0.1	0.818	0.082
awak	neutral	0.197	0.602	0.201
awes	positive	0.2	0.041	0.759
aweh	positive	0.024	0.159	0.816
nigiri	neutral	0.335	0.651	0.014
awee	positive	0.138	0.267	0.595
<-----------	neutral	0.362	0.395	0.243
awhh	positive	0.1	0.376	0.524
mavis	neutral	0.142	0.604	0.254
awos	neutral	0.012	0.966	0.022
awol	negative	0.845	0.136	0.019
@user1483441	negative	0.692	0.12	0.189
awsm	positive	0.215	0.087	0.698
awwe	neutral	0.174	0.428	0.398
awwh	positive	0.114	0.292	0.595
awww	positive	0.063	0.344	0.593
awws	positive	0.011	0.303	0.686
prophecies	neutral	0.371	0.501	0.128
nutting	negative	0.568	0.267	0.165
axes	positive	0.243	0.352	0.405
axel	neutral	0.085	0.55	0.365
ahahha	positive	0.093	0.265	0.642
brendas	positive	0.013	0.48	0.507
brendan	neutral	0.122	0.672	0.206
maven	neutral	0.048	0.693	0.259
mayon	negative	0.731	0.23	0.038
nutters	negative	0.471	0.396	0.133
mayra	positive	0.002	0.422	0.576
capping	neutral	0.075	0.71	0.214
ayam	neutral	0.043	0.733	0.224
mayas	neutral	0.055	0.661	0.285
mayan	neutral	0.1	0.787	0.113
ayer	neutral	0.189	0.613	0.198
ayee	negative	0.395	0.379	0.226
mayes	negative	0.56	0.416	0.023
mayer	positive	0.326	0.297	0.376
ice-cream	neutral	0.115	0.74	0.145
chocolat	neutral	0.181	0.682	0.137
occured	negative	0.567	0.356	0.078
mayne	negative	0.4	0.359	0.241
fussing	negative	0.815	0.138	0.048
www.kellikanyon.net	negative	0.877	0.121	0.001
celebritys	neutral	0.261	0.705	0.034
ayoo	neutral	0.143	0.491	0.366
@user963530	positive	0.028	0.431	0.541
maxxx	neutral	0.175	0.794	0.031
@user963587	negative	0.587	0.13	0.283
ayye	negative	0.403	0.28	0.317
ayyy	positive	0.351	0.248	0.401
azar	neutral	0.399	0.446	0.155
azad	neutral	0.337	0.546	0.117
aziz	negative	0.44	0.275	0.285
maxed	neutral	0.189	0.796	0.015
maxes	negative	0.631	0.357	0.012
gainesville	neutral	0.401	0.431	0.169
maxis	neutral	0.446	0.533	0.021
maxin	negative	0.478	0.127	0.395
maxim	neutral	0.026	0.592	0.381
maxie	neutral	0.258	0.628	0.114
#johnnyscountdown	negative	0.729	0.093	0.178
#goodnight	negative	0.35	0.306	0.343
skipping	neutral	0.455	0.46	0.085
azul	neutral	0.169	0.541	0.29
acorns	negative	0.65	0.338	0.012
kettles	neutral	0.382	0.576	0.042
http://s1z.us/bl.htm	neutral	0.122	0.852	0.026
hungryy	neutral	0.454	0.476	0.07
@user792105	neutral	0.028	0.522	0.45
alredy	neutral	0.243	0.534	0.223
subscribers	neutral	0.148	0.453	0.4
#radio	neutral	0.307	0.443	0.251
thwarted	negative	0.514	0.341	0.145
silverstein	neutral	0.293	0.399	0.309
acosta	neutral	0.014	0.755	0.231
mazda	neutral	0.009	0.567	0.424
mazel	positive	0.003	0.241	0.756
schumacher	neutral	0.131	0.499	0.37
mazey	positive	0.004	0.082	0.914
#chucknorris	neutral	0.179	0.648	0.173
poking	negative	0.58	0.368	0.052
brenden	neutral	0.017	0.667	0.317
removable	neutral	0.047	0.705	0.247
low-key	negative	0.56	0.056	0.385
intermission	neutral	0.228	0.594	0.178
@user792305	neutral	0.115	0.755	0.13
brendon	neutral	0.107	0.535	0.358
contracts	neutral	0.086	0.656	0.258
@user792388	negative	0.552	0.285	0.163
@user792337	neutral	0.145	0.711	0.144
auditors	negative	0.481	0.249	0.27
!.....	negative	0.396	0.382	0.222
denmarks	negative	0.357	0.329	0.314
hungrey	negative	0.699	0.161	0.14
#momtv	neutral	0.011	0.623	0.366
subscribing	neutral	0.147	0.51	0.343
servicing	neutral	0.012	0.834	0.155
http://radio.maschinengeist.org	neutral	0.412	0.519	0.069
#money	positive	0.255	0.247	0.498
stoning	negative	0.583	0.213	0.204
#quotefind	positive	0.214	0.181	0.604
@user701759	neutral	0.222	0.485	0.294
@user701779	positive	0.154	0.228	0.617
@user1052161	negative	0.452	0.227	0.321
@user255222	positive	0.028	0.246	0.726
@user255247	negative	0.507	0.285	0.208
@user255241	neutral	0.18	0.575	0.246
twexit	positive	0.248	0.279	0.473
telethon	neutral	0.021	0.698	0.281
@user255294	negative	0.558	0.272	0.17
emergent	neutral	0.061	0.772	0.166
smitty	neutral	0.03	0.583	0.387
baad	negative	0.61	0.365	0.025
baba	neutral	0.098	0.578	0.324
bacl	neutral	0.167	0.729	0.104
back	neutral	0.211	0.696	0.093
bach	positive	0.17	0.407	0.423
badd	negative	0.848	0.094	0.058
bada	neutral	0.117	0.513	0.37
babi	neutral	0.1	0.585	0.315
babe	positive	0.109	0.245	0.646
raccoon	negative	0.588	0.396	0.017
bacc	neutral	0.365	0.59	0.045
baca	neutral	0.104	0.779	0.117
baby	neutral	0.06	0.482	0.457
babu	neutral	0.043	0.68	0.277
babs	neutral	0.177	0.518	0.306
bads	positive	0.279	0.292	0.43
bado	neutral	0.348	0.516	0.136
badu	neutral	0.19	0.657	0.153
bags	neutral	0.108	0.867	0.025
bagi	neutral	0.081	0.476	0.442
bahh	negative	0.813	0.017	0.17
baha	positive	0.234	0.202	0.565
bagg	negative	0.676	0.254	0.07
madhouse	negative	0.481	0.395	0.124
fuerte	neutral	0.049	0.786	0.165
bain	neutral	0.034	0.649	0.318
baik	neutral	0.029	0.788	0.183
http://bit.ly/3tbihn	positive	0.009	0.117	0.874
baja	neutral	0.105	0.799	0.095
baii	neutral	0.394	0.428	0.177
bali	neutral	0.212	0.447	0.341
mondial	neutral	0.073	0.521	0.406
bala	neutral	0.105	0.849	0.046
baju	neutral	0.016	0.863	0.121
bakk	neutral	0.398	0.529	0.073
bakc	neutral	0.408	0.517	0.075
baka	neutral	0.44	0.505	0.055
@user255101	neutral	0.116	0.445	0.439
bams	neutral	0.049	0.7	0.251
bank	neutral	0.288	0.365	0.348
bani	neutral	0.085	0.574	0.341
bana	neutral	0.111	0.866	0.023
@user1052064	positive	0.083	0.107	0.81
balm	neutral	0.068	0.826	0.106
bamf	negative	0.806	0.172	0.022
bama	negative	0.448	0.4	0.152
baow	neutral	0.122	0.549	0.329
bape	neutral	0.043	0.903	0.054
bans	negative	0.678	0.125	0.196
bara	neutral	0.179	0.667	0.154
barr	neutral	0.126	0.472	0.402
baro	neutral	0.005	0.925	0.07
bari	neutral	0.169	0.582	0.249
bare	neutral	0.349	0.396	0.255
barf	negative	0.821	0.143	0.036
@user255132	neutral	0.064	0.558	0.378
baqq	neutral	0.263	0.648	0.088
baqk	negative	0.507	0.452	0.04
smithy	negative	0.633	0.256	0.11
smiths	neutral	0.133	0.762	0.105
@user255167	neutral	0.032	0.6	0.368
bast	negative	0.6	0.275	0.125
bats	negative	0.648	0.305	0.047
batt	neutral	0.367	0.593	0.04
barz	neutral	0.128	0.737	0.135
baru	neutral	0.041	0.692	0.267
bars	neutral	0.207	0.762	0.031
bart	neutral	0.152	0.69	0.158
bask	neutral	0.056	0.739	0.205
basg	negative	0.731	0.258	0.011
base	neutral	0.175	0.743	0.081
ragtime	neutral	0.305	0.51	0.185
across	neutral	0.117	0.841	0.042
bawa	neutral	0.026	0.851	0.123
removals	negative	0.465	0.429	0.107
bawl	negative	0.767	0.203	0.03
whooping	negative	0.712	0.271	0.017
bayh	negative	0.648	0.081	0.271
bays	neutral	0.105	0.743	0.152
darlene	neutral	0.012	0.599	0.388
bbc1	neutral	0.287	0.659	0.055
bbc2	neutral	0.178	0.736	0.086
bbc3	neutral	0.249	0.683	0.067
bbc4	neutral	0.284	0.674	0.042
bbcs	neutral	0.148	0.483	0.369
fletchers	neutral	0.27	0.545	0.185
@user701948	neutral	0.135	0.664	0.2
@user701949	positive	0.01	0.382	0.608
dammit	negative	0.876	0.09	0.034
dammmn	negative	0.596	0.383	0.021
dammmm	negative	0.5	0.373	0.127
bbms	negative	0.697	0.109	0.194
bbmd	neutral	0.286	0.389	0.325
bboy	neutral	0.142	0.557	0.3
http://bit.ly/2etmu7	negative	0.756	0.212	0.033
@user255006	negative	0.506	0.416	0.078
bbqs	neutral	0.339	0.619	0.042
splashing	neutral	0.083	0.77	0.147
instyle	neutral	0.013	0.687	0.3
@user255063	positive	0.004	0.279	0.717
bbye	positive	0.133	0.213	0.654
bbys	positive	0.38	0.197	0.423
bcci	negative	0.444	0.286	0.27
bcbg	neutral	0.004	0.888	0.108
autographs	neutral	0.043	0.858	0.099
@user426828	negative	0.61	0.146	0.244
orphanage	neutral	0.203	0.688	0.109
civics	neutral	0.384	0.526	0.09
damnnn	negative	0.544	0.302	0.154
teletext	negative	0.478	0.393	0.129
@user530094	neutral	0.304	0.616	0.081
bcoz	negative	0.753	0.155	0.092
bcos	negative	0.775	0.177	0.048
bcuz	negative	0.656	0.309	0.035
bcus	negative	0.795	0.142	0.063
zumba	neutral	0.08	0.864	0.056
stoners	neutral	0.431	0.538	0.031
@user530157	positive	0.162	0.207	0.631
smirks	negative	0.582	0.14	0.278
bdae	positive	0.009	0.451	0.541
bday	positive	0.07	0.313	0.618
horsham	neutral	0.058	0.703	0.24
bdrm	neutral	0.005	0.765	0.23
bdsm	positive	0.111	0.311	0.578
@user426610	positive	0.009	0.401	0.59
bear	negative	0.462	0.451	0.087
bean	neutral	0.043	0.854	0.103
beco	positive	0.28	0.302	0.418
beca	negative	0.476	0.344	0.18
@user530209	negative	0.374	0.284	0.342
bed-	neutral	0.117	0.78	0.103
bebi	neutral	0.029	0.683	0.288
bebe	neutral	0.083	0.54	0.377
bebo	neutral	0.329	0.64	0.031
beep	neutral	0.152	0.814	0.034
@user1487407	negative	0.636	0.354	0.01
been	negative	0.582	0.384	0.034
beem	neutral	0.241	0.676	0.083
chesterton	negative	0.483	0.307	0.21
beed	neutral	0.348	0.553	0.1
beee	positive	0.063	0.167	0.77
beeb	positive	0.154	0.301	0.546
beez	negative	0.582	0.316	0.102
beet	neutral	0.156	0.7	0.144
bees	negative	0.638	0.297	0.065
bedd	neutral	0.175	0.6	0.225
beda	neutral	0.143	0.828	0.029
beds	neutral	0.122	0.526	0.353
begs	negative	0.586	0.235	0.179
bego	neutral	0.125	0.783	0.092
begg	positive	0.281	0.074	0.645
befo	neutral	0.368	0.518	0.114
bein	negative	0.851	0.073	0.077
beib	positive	0.037	0.282	0.68
bela	neutral	0.058	0.718	0.225
benj	positive	0.097	0.359	0.545
beng	negative	0.69	0.268	0.042
bene	neutral	0.329	0.481	0.19
belo	neutral	0.11	0.747	0.143
beli	neutral	0.035	0.883	0.082
hideki	positive	0.191	0.304	0.505
benz	neutral	0.212	0.666	0.122
bens	neutral	0.132	0.677	0.192
bent	neutral	0.361	0.606	0.032
benn	neutral	0.195	0.708	0.097
bern	negative	0.376	0.321	0.303
berg	neutral	0.136	0.755	0.11
@user3044411	positive	0.003	0.032	0.965
bess	negative	0.419	0.374	0.206
beto	neutral	0.067	0.743	0.191
beth	neutral	0.03	0.523	0.447
bete	neutral	0.178	0.784	0.038
beta	neutral	0.07	0.756	0.174
bert	neutral	0.037	0.559	0.404
beso	neutral	0.211	0.661	0.128
betw	neutral	0.056	0.669	0.275
bets	neutral	0.113	0.736	0.151
bett	neutral	0.196	0.468	0.336
betr	neutral	0.368	0.447	0.186
re-reading	neutral	0.1	0.556	0.344
beys	neutral	0.235	0.721	0.044
@user530396	negative	0.488	0.253	0.259
http://tinychat.com/nelrundis2	neutral	0.016	0.639	0.345
@user426535	neutral	0.11	0.531	0.359
@user426534	negative	0.664	0.271	0.065
johann	positive	0.333	0.132	0.535
bffl	neutral	0.179	0.514	0.307
bfff	neutral	0.012	0.57	0.418
okaaaay	positive	0.207	0.195	0.597
bffs	positive	0.107	0.41	0.483
hannover	negative	0.701	0.124	0.175
d**k	negative	0.699	0.29	0.011
damian	neutral	0.07	0.636	0.294
damien	neutral	0.047	0.634	0.319
@user426435	neutral	0.134	0.613	0.253
@user426424	positive	0.177	0.216	0.608
@user530419	neutral	0.025	0.822	0.153
@user426409	positive	0.188	0.14	0.672
soooooooo	positive	0.404	0.148	0.448
@user1487678	neutral	0.125	0.569	0.305
@user1052222	positive	0.043	0.472	0.485
bgus	neutral	0.093	0.825	0.082
brennan	positive	0.181	0.401	0.418
@user426346	positive	0.009	0.484	0.507
52-week	neutral	0.014	0.73	0.256
bhai	neutral	0.235	0.652	0.113
bham	neutral	0.14	0.716	0.144
d*ck	neutral	0.407	0.581	0.012
'450,000'	neutral	0.029	0.718	0.252
foxboro	positive	0.41	0.12	0.47
@user530542	positive	0.032	0.453	0.515
postman	neutral	0.064	0.727	0.209
bhut	negative	0.707	0.242	0.051
bullard	neutral	0.053	0.593	0.354
drive-thru	neutral	0.116	0.811	0.073
sliders	neutral	0.164	0.741	0.095
biar	neutral	0.049	0.781	0.17
bibi	negative	0.393	0.308	0.299
biel	neutral	0.027	0.623	0.351
bien	neutral	0.143	0.738	0.119
bids	neutral	0.025	0.82	0.155
bigg	neutral	0.061	0.663	0.276
bigs	negative	0.539	0.294	0.166
biff	neutral	0.091	0.468	0.441
biig	neutral	0.156	0.679	0.165
bild	negative	0.718	0.148	0.134
bila	neutral	0.076	0.824	0.1
preventing	negative	0.599	0.314	0.087
homeschooling	neutral	0.031	0.859	0.11
bios	neutral	0.138	0.596	0.266
bins	neutral	0.117	0.791	0.092
bint	negative	0.806	0.18	0.015
@user255940	positive	0.043	0.372	0.585
biqq	negative	0.457	0.367	0.176
bitc	neutral	0.474	0.515	0.011
bish	negative	0.839	0.127	0.034
bisa	neutral	0.04	0.877	0.083
bits	neutral	0.234	0.662	0.105
bitt	neutral	0.08	0.642	0.278
brenton	neutral	0.235	0.68	0.085
bizz	neutral	0.132	0.75	0.118
bjbj	neutral	0.286	0.441	0.273
innnnn	negative	0.748	0.19	0.062
bjos	neutral	0.105	0.645	0.25
bjus	neutral	0.13	0.801	0.069
stuffers	neutral	0.024	0.659	0.317
supersonic	positive	0.071	0.38	0.549
@user255883	neutral	0.214	0.669	0.117
@user255880	neutral	0.138	0.842	0.02
mblaq	negative	0.484	0.199	0.317
bitchesssss	negative	0.805	0.152	0.043
http://xrl.us/bgqjid	neutral	0.28	0.702	0.019
filmmaker	neutral	0.021	0.687	0.293
bkin	neutral	0.038	0.912	0.05
conditions-clear	neutral	0.004	0.627	0.369
hearted	neutral	0.343	0.387	0.269
@user1658988	neutral	0.305	0.607	0.088
fueled	neutral	0.285	0.438	0.277
bkuz	negative	0.686	0.302	0.013
@user255730	negative	0.458	0.239	0.303
d.a.	negative	0.527	0.413	0.059
@user6225079	negative	0.532	0.076	0.392
blac	neutral	0.121	0.736	0.143
blad	negative	0.595	0.112	0.293
blaq	positive	0.053	0.339	0.608
blam	neutral	0.206	0.776	0.018
blak	neutral	0.315	0.546	0.139
d.c.	neutral	0.038	0.694	0.268
blag	neutral	0.223	0.712	0.065
@user255794	neutral	0.311	0.605	0.084
hppnd	neutral	0.212	0.766	0.021
silverstone	neutral	0.059	0.706	0.236
blck	neutral	0.187	0.626	0.188
bleh	negative	0.902	0.069	0.029
bled	negative	0.631	0.345	0.024
blew	neutral	0.446	0.522	0.032
bleu	neutral	0.031	0.937	0.032
bles	positive	0.032	0.118	0.849
bldg	neutral	0.037	0.821	0.142
instore	neutral	0.009	0.626	0.365
blip	neutral	0.158	0.54	0.302
d.j.	neutral	0.088	0.767	0.145
liverpool	neutral	0.303	0.353	0.344
blks	neutral	0.444	0.527	0.029
stylesheet	neutral	0.036	0.843	0.121
!?!?!	neutral	0.371	0.453	0.176
waitting	neutral	0.124	0.663	0.213
blom	neutral	0.118	0.831	0.051
blok	neutral	0.061	0.869	0.071
blog	neutral	0.021	0.781	0.199
d00d	negative	0.587	0.214	0.199
bloc	neutral	0.109	0.451	0.441
@user701099	positive	0.063	0.303	0.634
blum	neutral	0.034	0.886	0.079
blvd	neutral	0.033	0.848	0.118
blue	neutral	0.052	0.782	0.166
blud	negative	0.567	0.285	0.148
ventures	neutral	0.03	0.597	0.373
ventured	neutral	0.448	0.52	0.033
lipsync	neutral	0.428	0.494	0.078
@user255638	neutral	0.065	0.501	0.434
@user255637	negative	0.766	0.176	0.058
sasquatch	neutral	0.241	0.552	0.206
seachoice	neutral	0.162	0.738	0.101
inning	neutral	0.024	0.81	0.166
bmgf	neutral	0.161	0.82	0.018
http://xrl.us/bgqhib	neutral	0.103	0.874	0.023
restaurant.com	neutral	0.014	0.818	0.168
tweetchat	neutral	0.064	0.528	0.408
......................	neutral	0.284	0.593	0.123
bmth	negative	0.364	0.29	0.345
pentagram	neutral	0.068	0.861	0.071
jasons	neutral	0.149	0.621	0.231
nikita	negative	0.464	0.4	0.136
@user255541	negative	0.429	0.365	0.206
fireplaces	neutral	0.063	0.824	0.113
bnet	negative	0.442	0.345	0.213
bner	neutral	0.036	0.848	0.115
bngt	neutral	0.093	0.874	0.033
bullets	neutral	0.307	0.678	0.016
berlusconi	negative	0.83	0.117	0.053
monumental	negative	0.627	0.078	0.295
@user701261	neutral	0.478	0.494	0.028
d0ne	positive	0.345	0.183	0.472
d0nt	negative	0.897	0.047	0.056
d0wn	negative	0.632	0.316	0.052
nikkas	negative	0.684	0.246	0.07
bnyk	neutral	0.062	0.722	0.215
nikkaz	neutral	0.381	0.6	0.019
boas	neutral	0.198	0.574	0.228
cowboyz	negative	0.864	0.054	0.082
heheheheh	positive	0.191	0.306	0.504
boah	negative	0.631	0.13	0.239
cowboys	negative	0.657	0.113	0.23
boca	neutral	0.02	0.857	0.123
bock	neutral	0.1	0.782	0.118
boba	neutral	0.106	0.76	0.134
bobs	neutral	0.072	0.842	0.086
bobo	neutral	0.186	0.698	0.116
hehehehhe	neutral	0.188	0.436	0.376
bods	neutral	0.015	0.741	0.245
bodo	neutral	0.167	0.772	0.062
bodi	neutral	0.395	0.58	0.025
bogo	neutral	0.014	0.648	0.338
bofa	neutral	0.223	0.544	0.233
veces	neutral	0.228	0.703	0.069
boii	negative	0.372	0.322	0.306
boiz	neutral	0.068	0.694	0.238
bois	neutral	0.376	0.452	0.172
boho	neutral	0.016	0.558	0.426
boks	positive	0.189	0.382	0.429
boll	negative	0.591	0.378	0.031
bole	neutral	0.03	0.571	0.399
@user255491	neutral	0.29	0.607	0.103
bola	neutral	0.225	0.73	0.045
bolo	negative	0.547	0.368	0.085
boop	neutral	0.024	0.617	0.359
booo	negative	0.827	0.105	0.068
