word	label	negative	neutral	positive
cosi	neutral	0.015	0.809	0.176
d.e.n.n.i.s	neutral	0.211	0.444	0.344
cous	neutral	0.204	0.449	0.347
coup	negative	0.524	0.415	0.061
coul	positive	0.166	0.38	0.454
couz	positive	0.194	0.164	0.642
independent	positive	0.291	0.167	0.541
cows	negative	0.641	0.338	0.021
cowo	neutral	0.28	0.392	0.328
whooaa	positive	0.173	0.236	0.591
horrivel	neutral	0.226	0.611	0.163
whoole	neutral	0.118	0.782	0.099
entrei	neutral	0.372	0.432	0.197
gilbert	neutral	0.134	0.728	0.138
@user242337	neutral	0.297	0.376	0.326
fonder	positive	0.32	0.29	0.39
everyone	positive	0.071	0.247	0.683
fondle	neutral	0.013	0.766	0.221
yepyep	negative	0.502	0.33	0.168
entrar	negative	0.499	0.407	0.093
booskie	positive	0.223	0.224	0.553
cpet	negative	0.549	0.113	0.338
shweet	positive	0.095	0.391	0.515
puffing	negative	0.485	0.481	0.035
whoosh	neutral	0.442	0.512	0.046
@user47513	positive	0.021	0.14	0.839
whoops	negative	0.805	0.153	0.042
whoopi	neutral	0.284	0.362	0.355
firends	negative	0.793	0.18	0.027
#oilers	positive	0.361	0.175	0.465
mcchicken	neutral	0.331	0.595	0.074
tootsies	neutral	0.293	0.488	0.218
echelon	neutral	0.051	0.513	0.436
non-existent	positive	0.276	0.227	0.497
fondue	neutral	0.018	0.887	0.095
@user374021	positive	0.003	0.272	0.725
ohemgee	negative	0.376	0.293	0.331
noticeable	negative	0.5	0.157	0.343
researching	neutral	0.142	0.786	0.071
planes	negative	0.58	0.399	0.021
tweaks	neutral	0.161	0.437	0.402
planed	neutral	0.051	0.531	0.418
ngayon	negative	0.51	0.377	0.113
sickies	negative	0.742	0.183	0.075
templates	neutral	0.009	0.711	0.28
abundance	positive	0.015	0.122	0.864
'mcr\'s'	positive	0.307	0.282	0.412
--------------->	positive	0.031	0.237	0.732
<----------------	positive	0.088	0.139	0.773
fiine	negative	0.473	0.234	0.293
fijne	neutral	0.09	0.692	0.218
good-jonas	neutral	0.163	0.834	0.002
fireman	neutral	0.172	0.745	0.083
insulin	neutral	0.207	0.726	0.067
plants	negative	0.731	0.224	0.045
planss	neutral	0.26	0.426	0.313
festivus	positive	0.075	0.35	0.575
firemen	negative	0.488	0.417	0.095
employ	neutral	0.062	0.592	0.346
testicles	neutral	0.148	0.768	0.084
'g\'day'	positive	0.084	0.389	0.527
entrou	neutral	0.416	0.474	0.11
@user388635	neutral	0.279	0.473	0.248
planos	neutral	0.264	0.567	0.169
flexing	neutral	0.368	0.55	0.082
puddin	neutral	0.211	0.656	0.133
cray	negative	0.693	0.181	0.125
practicing	negative	0.487	0.361	0.152
cram	neutral	0.191	0.668	0.141
matchup	neutral	0.117	0.461	0.422
crew	neutral	0.039	0.583	0.378
.............	neutral	0.312	0.41	0.278
apakah	neutral	0.137	0.782	0.082
cred	neutral	0.363	0.455	0.181
creo	neutral	0.348	0.598	0.054
damascus	neutral	0.024	0.731	0.245
cheesesteak	neutral	0.054	0.829	0.117
iwould	negative	0.47	0.145	0.385
crit	neutral	0.348	0.423	0.229
cris	neutral	0.037	0.632	0.331
crip	neutral	0.303	0.664	0.032
pondok	neutral	0.067	0.743	0.19
desperatly	neutral	0.123	0.67	0.207
flashy	neutral	0.255	0.648	0.097
croc	neutral	0.102	0.628	0.269
fanboys	negative	0.751	0.169	0.08
#bigshoutout	positive	0.114	0.153	0.733
@user8900483	positive	0.1	0.315	0.585
fanbook	positive	0.018	0.48	0.502
crud	negative	0.844	0.126	0.03
crue	negative	0.493	0.22	0.287
stomped	negative	0.474	0.077	0.449
matches	negative	0.489	0.403	0.108
matched	neutral	0.192	0.52	0.287
atreyu	neutral	0.315	0.423	0.262
cruz	neutral	0.13	0.628	0.242
plaque	neutral	0.035	0.76	0.205
pixels	neutral	0.162	0.819	0.018
matchin	negative	0.703	0.193	0.104
crzy	negative	0.563	0.24	0.197
interactions	negative	0.809	0.059	0.132
awsum	positive	0.134	0.134	0.732
cryy	negative	0.884	0.056	0.06
crys	negative	0.78	0.107	0.113
cryn	negative	0.495	0.014	0.491
timberlake	neutral	0.392	0.425	0.183
'money\'s'	neutral	0.075	0.6	0.325
boo-boo	neutral	0.442	0.531	0.027
backstory	neutral	0.074	0.704	0.222
eeeww	negative	0.868	0.057	0.075
whoree	negative	0.927	0.031	0.042
mcrib	negative	0.499	0.409	0.092
leighanne	neutral	0.008	0.705	0.287
#pantsontheground	neutral	0.33	0.478	0.192
1500th	positive	0.031	0.326	0.643
requiem	neutral	0.417	0.452	0.131
missile	neutral	0.32	0.659	0.021
fills	positive	0.135	0.243	0.623
films	neutral	0.059	0.578	0.363
filmm	neutral	0.232	0.693	0.075
filme	neutral	0.212	0.641	0.147
css3	neutral	0.031	0.636	0.333
filmu	neutral	0.176	0.625	0.199
unfolding	neutral	0.016	0.564	0.42
adults	negative	0.586	0.175	0.239
missinq	negative	0.649	0.059	0.292
film4	neutral	0.224	0.758	0.018
shampoo	neutral	0.151	0.761	0.088
filha	neutral	0.099	0.702	0.199
@user47673	positive	0.012	0.216	0.771
nostradamus	negative	0.404	0.231	0.364
filed	neutral	0.296	0.532	0.172
filet	neutral	0.176	0.765	0.059
mouthful	neutral	0.131	0.779	0.09
files	neutral	0.152	0.728	0.119
jerkface	negative	0.757	0.206	0.037
thrashers	positive	0.045	0.314	0.642
#janetfam	positive	0.025	0.439	0.536
becareful	neutral	0.105	0.575	0.32
preferidas	neutral	0.142	0.62	0.238
australians	positive	0.243	0.216	0.541
ubber	negative	0.489	0.19	0.321
slurpee	neutral	0.313	0.602	0.085
bingung	neutral	0.254	0.515	0.231
ctfu	negative	0.675	0.25	0.075
terimakasih	positive	0.04	0.252	0.708
her/him	positive	0.186	0.298	0.516
weekends	negative	0.604	0.342	0.055
weekened	negative	0.524	0.268	0.208
hopkins	negative	0.383	0.349	0.268
weekendd	neutral	0.347	0.504	0.15
ctrl	neutral	0.284	0.474	0.242
revelations	negative	0.435	0.349	0.217
weekend-	positive	0.075	0.323	0.602
desiree	neutral	0.025	0.688	0.287
desires	positive	0.109	0.15	0.741
congeniality	negative	0.672	0.265	0.063
blooded	neutral	0.183	0.685	0.132
dacht	neutral	0.131	0.78	0.089
watson	neutral	0.095	0.687	0.218
lmmfao	negative	0.395	0.364	0.241
hanukkah	positive	0.031	0.383	0.586
#writerwednesday	positive	0.004	0.261	0.734
niight	neutral	0.345	0.475	0.179
vaction	neutral	0.012	0.517	0.472
fiona	neutral	0.106	0.638	0.256
somthing	neutral	0.296	0.555	0.149
watsup	neutral	0.105	0.528	0.367
canadians	positive	0.23	0.264	0.506
'old\'s'	neutral	0.022	0.73	0.248
joguei	neutral	0.13	0.656	0.214
finde	positive	0.133	0.344	0.523
findd	neutral	0.206	0.583	0.211
daayy	neutral	0.312	0.435	0.252
finds	positive	0.371	0.205	0.424
cube	neutral	0.067	0.66	0.273
cuba	neutral	0.331	0.539	0.129
fined	negative	0.591	0.213	0.196
finee	positive	0.37	0.183	0.447
daays	neutral	0.252	0.454	0.295
cual	neutral	0.146	0.805	0.049
fines	positive	0.167	0.307	0.526
cuda	neutral	0.309	0.535	0.156
paradiso	neutral	0.011	0.636	0.354
cudi	negative	0.52	0.398	0.082
cubs	positive	0.25	0.1	0.649
cuci	neutral	0.173	0.489	0.338
ivana	neutral	0.209	0.498	0.294
http://www.url.com?v=inzrwh2z2hq	positive	0.36	0.218	0.422
cues	negative	0.754	0.203	0.043
cuhs	negative	0.67	0.304	0.026
cuhh	neutral	0.108	0.586	0.306
advert	neutral	0.214	0.655	0.131
framing	neutral	0.099	0.853	0.047
cuhz	negative	0.711	0.117	0.172
farting	neutral	0.432	0.492	0.076
culd	neutral	0.311	0.517	0.172
stephens	neutral	0.088	0.586	0.325
daamn	negative	0.622	0.328	0.05
daang	negative	0.731	0.149	0.12
cuma	neutral	0.13	0.554	0.316
cums	neutral	0.369	0.542	0.089
deadman	negative	0.456	0.417	0.126
cumn	neutral	0.05	0.748	0.202
cups	neutral	0.211	0.694	0.095
racoon	neutral	0.3	0.652	0.048
'barbie\'s'	neutral	0.309	0.633	0.058
activated	neutral	0.268	0.535	0.197
kristi	neutral	0.055	0.684	0.261
kristy	neutral	0.162	0.786	0.052
curt	neutral	0.005	0.502	0.493
kendrick	neutral	0.014	0.812	0.174
gapapa	positive	0.188	0.402	0.41
cuti	neutral	0.384	0.416	0.2
listings	neutral	0.012	0.543	0.445
'food\'s'	positive	0.349	0.288	0.363
cutt	neutral	0.092	0.869	0.039
cuse	neutral	0.33	0.564	0.106
finsh	neutral	0.2	0.682	0.118
wattup	neutral	0.053	0.827	0.12
cust	neutral	0.096	0.587	0.318
keynes	neutral	0.029	0.801	0.171
finns	negative	0.442	0.423	0.135
cuzn	neutral	0.104	0.55	0.346
cuzo	neutral	0.075	0.581	0.345
peanuts	neutral	0.144	0.751	0.105
cuzz	negative	0.58	0.181	0.239
finna	neutral	0.405	0.534	0.061
makasih	positive	0.031	0.241	0.728
makasii	positive	0.049	0.275	0.676
dabei	neutral	0.43	0.493	0.077
'dad\'s'	neutral	0.216	0.504	0.28
krispy	neutral	0.086	0.889	0.025
sickest	negative	0.429	0.195	0.375
-------->	positive	0.13	0.349	0.521
baacckk	negative	0.627	0.02	0.353
@user1118377	neutral	0.044	0.593	0.363
krista	neutral	0.187	0.7	0.112
krissy	neutral	0.075	0.653	0.272
slightest	negative	0.648	0.289	0.063
sufficiently	positive	0.346	0.223	0.431
staying	neutral	0.324	0.534	0.142
ifound	positive	0.302	0.121	0.577
@user3755041	neutral	0.063	0.755	0.181
#findthecolt	negative	0.436	0.367	0.197
sweethearts	positive	0.067	0.261	0.672
rhinestone	neutral	0.019	0.635	0.346
climbed	neutral	0.284	0.653	0.063
feburary	positive	0.299	0.155	0.545
hahahahahhaha	positive	0.231	0.23	0.539
bluewater	neutral	0.025	0.628	0.347
@user4230540	positive	0.011	0.21	0.779
establishing	neutral	0.017	0.636	0.347
sizing	positive	0.028	0.469	0.504
technological	neutral	0.125	0.463	0.413
grapefruit	neutral	0.15	0.586	0.265
sniffles	negative	0.767	0.131	0.103
'ppl\'s'	negative	0.492	0.411	0.097
fique	neutral	0.159	0.482	0.359
manatees	negative	0.688	0.283	0.03
lautner	neutral	0.078	0.659	0.263
long-lost	positive	0.086	0.25	0.665
@user309334	positive	0.006	0.346	0.648
reliever	neutral	0.188	0.609	0.203
relieves	negative	0.521	0.038	0.441
older	positive	0.177	0.119	0.703
sub-zero	neutral	0.225	0.757	0.018
relieved	negative	0.489	0.047	0.464
olden	neutral	0.197	0.8	0.003
configured	neutral	0.247	0.655	0.098
backlog	neutral	0.258	0.681	0.061
oldie	neutral	0.074	0.544	0.381
shououts	positive	0.121	0.311	0.568
dadah	neutral	0.127	0.733	0.14
familiar	neutral	0.314	0.522	0.165
'kris\'s'	neutral	0.082	0.635	0.283
tipping	neutral	0.17	0.77	0.06
jenkins	neutral	0.071	0.734	0.194
#happybdayjared	positive	0.093	0.227	0.68
foodie	neutral	0.014	0.669	0.318
skullcandy	neutral	0.014	0.711	0.275
good/bad	negative	0.684	0.284	0.032
batteries	neutral	0.273	0.681	0.046
'valentine\'s'	positive	0.071	0.36	0.57
families	positive	0.169	0.068	0.763
vicente	neutral	0.03	0.729	0.242
hundreds	neutral	0.378	0.55	0.072
awwhh	positive	0.19	0.249	0.561
defying	neutral	0.207	0.435	0.358
#arealwifey	positive	0.235	0.214	0.551
!!!!!!!!!!	positive	0.127	0.156	0.717
awwee	positive	0.122	0.196	0.682
@user1525057	negative	0.531	0.219	0.25
'derek\'s'	neutral	0.338	0.393	0.269
awwah	neutral	0.383	0.422	0.196
lamborghini	neutral	0.06	0.891	0.048
rebuilding	neutral	0.204	0.676	0.12
sufjan	positive	0.011	0.331	0.659
cheyenne	neutral	0.08	0.781	0.139
medals	positive	0.044	0.367	0.589
milwaukee	neutral	0.056	0.66	0.284
daddy	neutral	0.119	0.583	0.299
dagen	neutral	0.099	0.87	0.031
brangkat	neutral	0.194	0.703	0.103
webber	neutral	0.068	0.852	0.08
bayonetta	negative	0.433	0.271	0.295
godiva	neutral	0.125	0.713	0.162
fishh	neutral	0.377	0.524	0.099
pplzz	positive	0.06	0.46	0.48
n-dubz	neutral	0.228	0.514	0.257
fanclub	neutral	0.041	0.56	0.399
@user373675	neutral	0.182	0.715	0.102
remembers	negative	0.399	0.326	0.275
rememberr	neutral	0.296	0.557	0.147
sustained	negative	0.703	0.172	0.125
rememberd	neutral	0.344	0.57	0.086
choreography	positive	0.05	0.394	0.556
remember)	neutral	0.299	0.692	0.009
webbie	neutral	0.478	0.489	0.033
@user848151	positive	0.273	0.186	0.541
pilgrims	negative	0.494	0.243	0.262
@user6630843	positive	0.001	0.059	0.94
squeakuel	neutral	0.056	0.716	0.228
cyas	negative	0.562	0.249	0.188
webcam	neutral	0.102	0.814	0.084
cyaa	neutral	0.18	0.643	0.176
fists	neutral	0.23	0.692	0.078
makanan	neutral	0.234	0.422	0.344
backrub	positive	0.23	0.305	0.465
auctions	neutral	0.046	0.806	0.148
kripke	negative	0.776	0.188	0.036
drafted	neutral	0.443	0.48	0.077
flogging	neutral	0.206	0.627	0.167
firme	positive	0.025	0.47	0.505
firms	neutral	0.31	0.51	0.18
makanya	neutral	0.292	0.405	0.304
refills	neutral	0.283	0.656	0.061
lentil	neutral	0.026	0.721	0.253
sniffing	neutral	0.407	0.571	0.022
doable	negative	0.638	0.17	0.191
firee	neutral	0.385	0.574	0.041
fires	negative	0.714	0.213	0.073
chitown	neutral	0.119	0.454	0.427
oleh2	neutral	0.07	0.613	0.317
czas	neutral	0.211	0.48	0.309
orgulho	neutral	0.288	0.663	0.048
firts	neutral	0.18	0.639	0.181
firth	neutral	0.221	0.721	0.058
joehawk	neutral	0.119	0.826	0.054
#kalebnation	neutral	0.247	0.677	0.076
first	neutral	0.072	0.679	0.249
he/she	positive	0.269	0.328	0.403
sheckler	neutral	0.068	0.494	0.437
sardines	neutral	0.475	0.511	0.014
lenses	neutral	0.026	0.813	0.16
@the	neutral	0.327	0.371	0.302
congraats	positive	0.003	0.383	0.613
@user241646	positive	0.017	0.246	0.737
@user559234	positive	0.177	0.059	0.764
mistery	neutral	0.352	0.577	0.071
feasting	neutral	0.051	0.499	0.451
fiuhh	negative	0.553	0.316	0.132
'australia\'s'	neutral	0.135	0.588	0.277
springsteen	neutral	0.087	0.739	0.174
fived	positive	0.232	0.225	0.543
feminists	negative	0.439	0.236	0.325
trended	negative	0.518	0.414	0.069
daizy	positive	0.003	0.264	0.733
forwards	neutral	0.044	0.595	0.362
dibales	positive	0.083	0.323	0.594
olhos	neutral	0.142	0.607	0.251
comemorar	neutral	0.126	0.653	0.221
trendin	neutral	0.369	0.465	0.166
'another\'s'	neutral	0.07	0.734	0.196
daisy	neutral	0.138	0.544	0.318
daily	neutral	0.051	0.662	0.288
flinstones	neutral	0.352	0.611	0.037
dahil	neutral	0.203	0.472	0.325
??....	neutral	0.448	0.455	0.097
restrictions	neutral	0.431	0.497	0.073
olhar	neutral	0.253	0.616	0.131
fitch	neutral	0.172	0.565	0.263
stripper	neutral	0.245	0.667	0.088
newcomer	positive	0.019	0.28	0.701
c|_|	positive	0.053	0.35	0.598
publishing	neutral	0.024	0.738	0.237
hehehehehehehe	neutral	0.052	0.569	0.379
fancies	negative	0.555	0.301	0.144
fancied	neutral	0.261	0.406	0.333
'idiot\'s'	negative	0.748	0.227	0.026
@user387946	positive	0.275	0.341	0.384
foursome	neutral	0.272	0.561	0.167
'g\'nyt'	positive	0.262	0.357	0.381
boyzone	neutral	0.188	0.655	0.157
'vh1\'s'	positive	0.306	0.153	0.541
fitri	positive	0.11	0.268	0.622
reccommend	neutral	0.028	0.682	0.29
withdrawls	negative	0.88	0.091	0.029
hendrix	neutral	0.128	0.756	0.115
kahlua	neutral	0.063	0.744	0.193
wishin	positive	0.135	0.404	0.461
never-ending	negative	0.733	0.121	0.147
'nephew\'s'	positive	0.168	0.359	0.473
@user138450	positive	0.003	0.123	0.875
broward	neutral	0.012	0.78	0.209
lentils	neutral	0.037	0.711	0.252
maintenance	neutral	0.175	0.698	0.127
fixin	neutral	0.18	0.625	0.195
metaphors	neutral	0.144	0.801	0.055
fixie	neutral	0.144	0.829	0.027
fixes	negative	0.754	0.161	0.085
dalam	neutral	0.114	0.485	0.401
dalai	neutral	0.015	0.531	0.453
'disney\'s'	neutral	0.09	0.475	0.435
producers	neutral	0.19	0.525	0.285
principle	neutral	0.148	0.647	0.205
all-star	neutral	0.084	0.618	0.298
anymoree	negative	0.63	0.324	0.046
repping	neutral	0.137	0.488	0.376
fixed	negative	0.58	0.387	0.033
tradução	neutral	0.489	0.504	0.007
#jazz	positive	0.228	0.164	0.608
crunches	neutral	0.199	0.765	0.036
checken	neutral	0.179	0.632	0.189
checked	neutral	0.132	0.665	0.203
nj&ta	neutral	0.09	0.485	0.425
crunchie	positive	0.028	0.439	0.533
alejandra	neutral	0.035	0.865	0.1
alejandro	neutral	0.225	0.453	0.322
endless	positive	0.292	0.286	0.422
sexyness	positive	0.077	0.378	0.545
@user662517	positive	0.003	0.253	0.744
mitten	neutral	0.044	0.844	0.112
louise	neutral	0.092	0.712	0.196
louisa	neutral	0.062	0.687	0.251
#babyonitunes	positive	0.04	0.424	0.536
fiver	neutral	0.218	0.623	0.16
fives	neutral	0.151	0.56	0.289
nj&da	positive	0.001	0.322	0.677
band-aids	neutral	0.192	0.804	0.004
homegurl	neutral	0.186	0.438	0.376
auditioning	positive	0.292	0.176	0.531
fortnight	neutral	0.418	0.557	0.026
backstage	neutral	0.186	0.633	0.181
recently	neutral	0.26	0.44	0.3
nicknamed	neutral	0.201	0.647	0.152
lenovo	neutral	0.093	0.632	0.275
nicknames	negative	0.634	0.187	0.179
vacuumed	neutral	0.469	0.515	0.016
ribena	neutral	0.131	0.702	0.168
motorsport	neutral	0.14	0.801	0.059
schwarzenegger	neutral	0.171	0.621	0.208
notified	negative	0.725	0.214	0.061
ounces	neutral	0.037	0.742	0.221
behaving	negative	0.476	0.196	0.328
purevolume	positive	0.012	0.466	0.522
goliath	neutral	0.04	0.49	0.47
evenings	neutral	0.091	0.808	0.101
damme	neutral	0.206	0.728	0.066
jonática	negative	0.515	0.481	0.005
dammn	negative	0.631	0.316	0.054
damon	neutral	0.121	0.656	0.223
damnn	negative	0.651	0.3	0.049
damit	negative	0.819	0.103	0.078
tackles	negative	0.618	0.127	0.255
lotions	neutral	0.028	0.781	0.191
tackled	negative	0.831	0.141	0.028
flamengo	neutral	0.163	0.644	0.193
cuanto	neutral	0.207	0.731	0.062
jäger	neutral	0.226	0.411	0.363
hurtin	negative	0.744	0.226	0.03
scaled	neutral	0.265	0.541	0.194
flamenco	positive	0.028	0.393	0.579
bareilles	neutral	0.162	0.607	0.231
danas	neutral	0.148	0.792	0.06
graduated	negative	0.43	0.23	0.34
marikina	neutral	0.081	0.796	0.124
danes	neutral	0.135	0.677	0.188
dancy	neutral	0.109	0.807	0.084
dando	neutral	0.145	0.631	0.224
lennon	neutral	0.225	0.627	0.148
lennox	neutral	0.162	0.802	0.036
hurtss	negative	0.673	0.313	0.015
graduates	positive	0.261	0.166	0.573
#peggparty	neutral	0.274	0.503	0.223
chickens	negative	0.631	0.334	0.036
cuando	neutral	0.24	0.702	0.058
ollys	negative	0.596	0.181	0.223
#kibum	positive	0.297	0.14	0.563
eerst	neutral	0.27	0.7	0.029
sylvester	positive	0.321	0.275	0.404
http://www.url.com_of_twitter_2009	neutral	0.02	0.667	0.313
customize	neutral	0.042	0.763	0.196
fonzie	neutral	0.03	0.617	0.353
#jemi	neutral	0.04	0.734	0.225
beethoven	neutral	0.146	0.745	0.109
daley	neutral	0.077	0.648	0.275
remotely	neutral	0.38	0.468	0.152
daar	neutral	0.231	0.727	0.042
daan	neutral	0.078	0.513	0.408
daam	negative	0.69	0.241	0.069
daah	positive	0.166	0.295	0.54
daad	positive	0.019	0.488	0.493
daay	positive	0.149	0.361	0.49
studyingg	negative	0.88	0.077	0.043
#jets	positive	0.425	0.022	0.553
dade	neutral	0.017	0.822	0.161
dadd	neutral	0.178	0.584	0.238
dada	positive	0.173	0.238	0.589
'yu\'ll'	positive	0.424	0.135	0.44
telford	neutral	0.003	0.918	0.079
whoeva	negative	0.377	0.255	0.368
daca	neutral	0.143	0.784	0.073
ollie	neutral	0.059	0.672	0.269
'dc\'s'	positive	0.285	0.251	0.463
'dan\'s'	neutral	0.295	0.361	0.344
backend	neutral	0.034	0.797	0.169
dalek	neutral	0.226	0.715	0.059
30mins	neutral	0.364	0.538	0.098
dads	neutral	0.325	0.554	0.121
dadi	neutral	0.069	0.543	0.389
dady	neutral	0.237	0.669	0.094
dago	neutral	0.021	0.759	0.22
dahh	neutral	0.221	0.657	0.122
damai	neutral	0.095	0.478	0.428
daha	neutral	0.166	0.472	0.361
re-record	negative	0.651	0.327	0.022
daii	positive	0.249	0.286	0.465
dali	neutral	0.394	0.57	0.035
dala	neutral	0.12	0.825	0.054
daki	neutral	0.151	0.766	0.083
danm	negative	0.718	0.25	0.032
dann	neutral	0.261	0.549	0.19
dank	negative	0.671	0.246	0.083
dani	neutral	0.061	0.607	0.332
dang	negative	0.623	0.329	0.048
dane	neutral	0.103	0.719	0.178
dana	neutral	0.084	0.685	0.231
daly	neutral	0.015	0.874	0.11
damo	positive	0.336	0.024	0.64
damm	negative	0.588	0.366	0.046
dami	positive	0.288	0.257	0.455
dany	positive	0.017	0.31	0.674
dans	neutral	0.129	0.843	0.028
dara	positive	0.183	0.349	0.468
dalton	neutral	0.073	0.692	0.235
dart	negative	0.452	0.403	0.145
album+cover	neutral	0	0.657	0.343
darn	negative	0.604	0.322	0.074
darl	positive	0.14	0.091	0.77
dari	neutral	0.183	0.496	0.32
anythings	negative	0.786	0.173	0.042
fiyah	negative	0.798	0.046	0.156
anythingg	positive	0.311	0.3	0.389
onetime	negative	0.653	0.258	0.089
@user5574rah	neutral	0.473	0.526	0
dats	positive	0.153	0.278	0.569
datt	neutral	0.099	0.652	0.249
publishers	neutral	0.243	0.669	0.088
dati	neutral	0.316	0.484	0.2
best-est	positive	0.078	0.152	0.77
dary	negative	0.614	0.015	0.371
dass	neutral	0.13	0.445	0.425
dash	neutral	0.122	0.73	0.148
dave	neutral	0.065	0.697	0.238
dava	negative	0.411	0.405	0.183
davi	neutral	0.025	0.856	0.119
datz	positive	0.271	0.23	0.499
daul	negative	0.697	0.071	0.231
dawg	positive	0.404	0.146	0.45
davy	neutral	0.027	0.744	0.229
daww	neutral	0.056	0.481	0.463
day-	neutral	0.125	0.501	0.373
daze	neutral	0.186	0.746	0.067
mtv.com	neutral	0.019	0.782	0.199
dazs	neutral	0.032	0.649	0.319
lameness	negative	0.69	0.158	0.151
#breastfeeding	positive	0.088	0.254	0.658
daya	neutral	0.028	0.684	0.288
dayz	neutral	0.416	0.421	0.163
dayy	positive	0.19	0.305	0.505
days	neutral	0.407	0.514	0.079
daym	negative	0.776	0.138	0.087
rasanya	neutral	0.259	0.565	0.176
'bull\'s'	neutral	0.062	0.707	0.23
scaryy	negative	0.769	0.161	0.071
monologues	neutral	0.135	0.816	0.049
)))))))))))))))))	positive	0.236	0.114	0.65
hurray	positive	0.04	0.396	0.564
confirmation	neutral	0.179	0.61	0.211
scarry	negative	0.879	0.088	0.034
pompeo	positive	0.038	0.454	0.508
pompey	neutral	0.051	0.732	0.217
glambert	negative	0.641	0.23	0.129
'dd\'s'	neutral	0.362	0.497	0.141
members	neutral	0.189	0.421	0.39
'leno\'s'	neutral	0.106	0.637	0.257
endlich	negative	0.482	0.45	0.068
tingles	negative	0.535	0.405	0.061
2weeks	neutral	0.148	0.615	0.237
ginawa	neutral	0.227	0.534	0.239
dapet	positive	0.062	0.467	0.471
dapat	neutral	0.346	0.412	0.243
secrets	neutral	0.192	0.476	0.332
eever	positive	0.004	0.441	0.555
secreto	neutral	0.142	0.772	0.086
dbsk	positive	0.171	0.256	0.573
sustain	positive	0.245	0.203	0.551
hurryy	neutral	0.255	0.512	0.233
@user6778372	positive	0.079	0.448	0.474
jogjaa	positive	0.071	0.463	0.465
flexible	positive	0.181	0.141	0.678
pomona	neutral	0.085	0.775	0.14
ryans	neutral	0.08	0.78	0.14
ryann	neutral	0.201	0.43	0.368
samantha	neutral	0.072	0.606	0.322
fizzy	neutral	0.065	0.701	0.233
dante	neutral	0.093	0.592	0.315
accountant	neutral	0.031	0.734	0.235
danni	neutral	0.029	0.611	0.36
danng	negative	0.605	0.33	0.065
californian	neutral	0.12	0.737	0.143
danny	neutral	0.073	0.572	0.355
californiaa	neutral	0.199	0.539	0.261
mojito	neutral	0.265	0.646	0.089
'angie\'s'	neutral	0.227	0.493	0.28
hickey	neutral	0.234	0.637	0.129
python	neutral	0.048	0.809	0.143
payday	neutral	0.173	0.69	0.137
backround	neutral	0.085	0.782	0.132
dangg	negative	0.666	0.299	0.035
scientists	neutral	0.272	0.522	0.206
sentiment	neutral	0.186	0.464	0.35
danii	neutral	0.108	0.71	0.183
thrashing	negative	0.468	0.461	0.071
recognised	negative	0.405	0.234	0.361
ryaan	neutral	0.032	0.543	0.425
wisest	positive	0.131	0.259	0.61
messanger	neutral	0.037	0.841	0.122
#taylorswift	positive	0.17	0.034	0.796
versions	neutral	0.213	0.707	0.08
fairview	neutral	0.069	0.908	0.023
danyl	neutral	0.116	0.672	0.212
'stone\'s'	neutral	0.057	0.695	0.248
fuckyeahsuperjunior	positive	0.071	0.15	0.779
daqui	neutral	0.168	0.685	0.147
finalizing	neutral	0.02	0.611	0.369
#amazon	neutral	0.357	0.461	0.182
@user780339	positive	0.005	0.1	0.895
buckeye	neutral	0.064	0.655	0.281
nakita	negative	0.369	0.363	0.268
reply&follow	neutral	0.006	0.514	0.48
'birthday\'s'	positive	0.101	0.422	0.478
delonge	neutral	0.036	0.669	0.295
dança	neutral	0.139	0.676	0.185
#thisisit	neutral	0.2	0.495	0.305
ryder	neutral	0.193	0.714	0.093
darko	neutral	0.167	0.752	0.081
darkk	neutral	0.278	0.669	0.053
darla	neutral	0.055	0.613	0.332
ddnt	neutral	0.335	0.627	0.038
partners	neutral	0.099	0.568	0.333
darlo	neutral	0.019	0.575	0.406
zaxbys	neutral	0.087	0.489	0.424
'dat\'s'	negative	0.478	0.122	0.401
dares	positive	0.129	0.383	0.488
altijd	neutral	0.183	0.725	0.092
ngajak	neutral	0.2	0.466	0.335
daria	neutral	0.137	0.489	0.374
'g\'nite!'	positive	0.031	0.287	0.682
ddub	positive	0.076	0.376	0.548
dared	neutral	0.44	0.526	0.034
darcy	neutral	0.108	0.731	0.161
momentarily	neutral	0.324	0.508	0.168
película	neutral	0.275	0.676	0.049
darah	neutral	0.186	0.601	0.214
'luke\'s'	neutral	0.375	0.562	0.062
commision	negative	0.815	0.164	0.021
checkin	negative	0.636	0.201	0.163
richardson	neutral	0.056	0.872	0.072
deco	neutral	0.034	0.857	0.11
#oliverpleasebesafe	positive	0.251	0.275	0.473
decs	neutral	0.057	0.895	0.048
debs	positive	0.072	0.258	0.67
dees	neutral	0.128	0.79	0.082
deen	neutral	0.112	0.788	0.1
deem	negative	0.774	0.153	0.073
deeh	positive	0.075	0.417	0.508
deed	neutral	0.012	0.793	0.194
'f\'ed'	neutral	0.244	0.689	0.068
deez	neutral	0.248	0.687	0.065
dedo	neutral	0.145	0.685	0.17
dede	neutral	0.075	0.695	0.23
hayward	neutral	0.06	0.711	0.228
defs	neutral	0.266	0.413	0.322
defo	neutral	0.194	0.457	0.349
#prayforkhoda	positive	0.074	0.299	0.627
deff	neutral	0.261	0.419	0.319
'f\'in'	negative	0.9	0.055	0.045
